gid,awa_aws_0_12,awa_aws_12_24,awa_aws_24_36,awa_aws_36_48,aws0_12_g80,aws12_24_g80,aws24_36_g80,aws36_48_g80,aws0_12_l20,aws12_24_l20,aws24_36_l20,aws36_48_l20,range_alg_0_12in,range_alg_12_24in,range_alg_24_36in,range_alg_36_48in
431,2.394769831,2.243247998,1.722251839,1.774926809,2.28,2.3,1.8,1.86,2.28,2.3,1.8,1.86,0.1148,0.0568,0.0777,0.0851
432,3.814318598,2.125783537,2.015695978,1.59468759,3.814318598,2.125783537,2.015695978,1.59468759,4.2571066,2.372313581,2.249585661,1.77978695,0.4428,0.2465,0.2339,0.1851
433,8.216134118,5.622167804,4.79945249,4.254897246,8.216134118,5.622167804,4.79945249,4.254897246,8.567456261,5.831268341,4.989799134,4.417744071,0.3513,0.2091,0.1903,0.1628
434,2.883347004,2.461540631,1.932818227,1.814095711,2.883347004,2.461540631,1.932818227,1.814095711,2.883348605,2.461541997,1.9328193,1.814096718,0,0,0,0
435,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,0,0,0,0
436,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
437,2.843252105,2.485402544,1.937910658,1.819985834,2.843252105,2.485402544,1.937910658,1.819985834,2.851836163,2.492721262,1.937573805,1.815147584,0.0086,0.0073,0.0003,0.0048
438,7.438727923,5.119520538,4.159528942,3.590459631,7.438727923,5.119520538,4.159528942,3.590459631,9.834139167,6.720221199,5.703401256,5.019118922,2.3954,1.6007,1.5439,1.4287
439,2.79082691,2.440190851,1.939936402,1.849681838,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,0.0008,0.0002,0.0001,0.0003
440,2.790546833,2.433566144,1.932088664,1.839113656,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,0.0005,0.0064,0.0079,0.0109
441,3.167958659,2.114330917,1.518869597,1.518169659,3.167958659,2.114330917,1.518869597,1.518169659,3.137749478,2.104949465,1.462479103,1.44135386,0.0302,0.0094,0.0564,0.0768
442,2.854227634,2.491918224,1.93730423,1.81461196,2.854227634,2.491918224,1.93730423,1.81461196,2.85423251,2.491922481,1.93730754,1.814615061,0,0,0,0
443,2.938169913,2.110755639,1.526987012,1.492431856,2.938169913,2.110755639,1.526987012,1.492431856,3.043638618,2.186315439,1.581606589,1.545783765,0.1055,0.0756,0.0546,0.0534
444,3.452197116,2.42221316,1.619988738,1.444325802,3.452197116,2.42221316,1.619988738,1.444325802,3.52376176,2.471902719,1.652875894,1.473548347,0.0716,0.0497,0.0329,0.0292
445,3.083430196,2.125615999,1.502694885,1.484221745,3.083430196,2.125615999,1.502694885,1.484221745,3.107175295,2.075585863,1.440617653,1.438346957,0.0237,0.05,0.0621,0.0459
446,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,0,0,0,0
447,2.826058678,2.448321324,1.937226332,1.836131328,2.826058678,2.448321324,1.937226332,1.836131328,2.826058639,2.44832129,1.937226305,1.836131303,0,0,0,0
448,2.802295137,2.442837575,1.939054479,1.845271345,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,0.0123,0.0028,0.0009,0.0047
449,2.8696061,2.4273722,1.89669154,1.768935206,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0504,0.0426,0.0333,0.0311
450,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
451,3.717349619,2.466638822,3.276251036,3.107669061,3.717349619,2.466638822,3.276251036,3.107669061,3.582073562,2.390013933,3.184241329,3.019650574,0.1353,0.0766,0.092,0.088
452,2.885179056,2.466829431,1.934396101,1.81998095,2.885179056,2.466829431,1.934396101,1.81998095,2.871849384,2.458888342,1.933703872,1.818519492,0.0133,0.0079,0.0007,0.0015
453,3.403084928,2.193612157,2.436201659,2.357981758,3.403084928,2.193612157,2.436201659,2.357981758,3.332406835,2.17619461,2.46991098,2.484512811,0.0707,0.0174,0.0337,0.1265
454,2.878253461,2.46036625,1.933211302,1.816056469,2.878253461,2.46036625,1.933211302,1.816056469,2.87825338,2.460366181,1.933211248,1.816056418,0,0,0,0
455,4.479587441,2.743189568,2.543289267,2.460414344,4.479587441,2.743189568,2.543289267,2.460414344,3.196310572,1.815957649,1.739364679,1.797343623,1.2833,0.9272,0.8039,0.6631
456,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
457,1.420406434,0.962202448,0.941158415,0.875397121,0,0,0,0,0,0,0,0,1.4204,0.9622,0.9412,0.8754
458,7.157120812,5.03346883,5.351604006,5.393874229,7.157120812,5.03346883,5.351604006,5.393874229,8.922477084,6.348774988,6.911210402,7.063346642,1.7654,1.3153,1.5596,1.6695
459,5.475581896,3.98005573,3.253890296,2.891367775,5.475581896,3.98005573,3.253890296,2.891367775,2.9200001,2.47,1.9299999,1.8,2.5556,1.5101,1.3239,1.0914
460,2.8299999,2.5,1.9400001,1.8200001,2.8299999,2.5,1.9400001,1.8200001,2.8299999,2.5,1.9400001,1.8200001,0,0,0,0
461,3.764308143,2.423667104,1.791679855,1.838744735,3.764308143,2.423667104,1.791679855,1.838744735,4.158418113,2.593827781,1.902723009,1.978303965,0.3941,0.1702,0.111,0.1396
462,5.953881396,4.194717892,4.152753557,4.181980508,5.953881396,4.194717892,4.152753557,4.181980508,8.754164478,6.213747456,6.714204892,6.836005015,2.8003,2.019,2.5615,2.654
463,2.8299999,2.5,1.9400001,1.8200001,2.8299999,2.5,1.9400001,1.8200001,2.8299999,2.5,1.9400001,1.8200001,0,0,0,0
464,2.429283606,2.03071605,1.558758626,1.499434932,2.429283606,2.03071605,1.558758626,1.499434932,2.79,2.4400001,1.9400001,1.85,0.3607,0.4093,0.3812,0.3506
465,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
466,2.919989957,2.46999142,1.929993196,1.799993748,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
467,2.871041522,2.481375064,1.93513267,1.812290492,2.871041522,2.481375064,1.93513267,1.812290492,2.876895998,2.484368002,1.93478933,1.809578716,0.0059,0.003,0.0003,0.0027
468,4.149659299,2.845217063,2.746164823,2.558242609,4.149659299,2.845217063,2.746164823,2.558242609,2.9200001,2.47,1.9299999,1.8,1.2297,0.3752,0.8162,0.7582
469,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
470,2.881825588,2.461156515,1.932895651,1.814627132,2.881825588,2.461156515,1.932895651,1.814627132,2.881880169,2.461203129,1.932932259,1.814661501,0.0001,0,0,0
471,2.977001779,2.369711969,1.800449217,1.701100831,2.977001779,2.369711969,1.800449217,1.701100831,2.9200001,2.47,1.9299999,1.8,0.057,0.1003,0.1296,0.0989
472,3.728670002,2.598421422,2.038851714,1.906561744,3.728670002,2.598421422,2.038851714,1.906561744,4.121038679,3.067850262,1.946013801,1.650537421,0.3924,0.4694,0.0928,0.256
473,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
474,3.050024826,2.249203321,1.647424048,1.583590699,3.050024826,2.249203321,1.647424048,1.583590699,3.051771652,2.249088804,1.647078583,1.582964439,0.0017,0.0001,0.0003,0.0006
475,2.642524118,2.298393655,1.822302204,1.731655377,2.642524118,2.298393655,1.822302204,1.731655377,2.79,2.4400001,1.9400001,1.85,0.1475,0.1416,0.1177,0.1183
476,3.044288004,1.924356302,1.920468522,1.981626829,3.044288004,1.924356302,1.920468522,1.981626829,2.90376452,1.82062742,1.942597712,2.007754718,0.1405,0.1037,0.0221,0.0261
477,2.912575178,2.468266445,1.930546925,1.802822996,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0074,0.0017,0.0005,0.0028
478,3.193417755,2.539470961,2.370431585,2.25955238,3.193417755,2.539470961,2.370431585,2.25955238,2.889558785,2.480147083,1.933382329,1.806764756,0.3039,0.0593,0.437,0.4528
479,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,0,0,0,0
480,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
481,2.83987399,2.481579505,1.937990803,1.822169231,2.83987399,2.481579505,1.937990803,1.822169231,2.839867359,2.481573711,1.937986277,1.822164976,0,0,0,0
482,3.092938706,2.180072256,1.558689177,1.515158808,3.092938706,2.180072256,1.558689177,1.515158808,3.092939198,2.180072603,1.558689425,1.515159049,0,0,0,0
483,2.888733723,2.492959046,1.941934367,1.819711644,2.888733723,2.492959046,1.941934367,1.819711644,2.871474351,2.486175214,1.935391746,1.81078353,0.0173,0.0068,0.0065,0.0089
484,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
485,2.955794463,2.513517781,1.961692192,1.844783819,2.955794463,2.513517781,1.961692192,1.844783819,2.880713046,2.483095656,1.934365206,1.808730481,0.0751,0.0304,0.0273,0.0361
486,2.871957774,2.429361458,1.898245899,1.770384868,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.048,0.0406,0.0318,0.0296
487,2.599476147,1.633424953,2.548119615,2.486490066,2.599476147,1.633424953,2.548119615,2.486490066,2.080532527,1.23514464,2.031126742,2.025637265,0.5189,0.3983,0.517,0.4609
488,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
489,2.697825487,1.985964797,1.464197703,1.418005991,2.697825487,1.985964797,1.464197703,1.418005991,2.98224242,2.219125789,1.637320504,1.60049388,0.2844,0.2332,0.1731,0.1825
490,2.855862981,2.42133175,1.891264385,1.764435265,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0641,0.0487,0.0387,0.0356
491,3.073858202,2.595889867,1.945595755,1.841576951,3.073858202,2.595889867,1.945595755,1.841576951,2.860308048,2.470216024,1.935439642,1.818930746,0.2136,0.1257,0.0102,0.0226
492,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
493,3.591487538,2.2179813,3.166366556,3.167039283,3.591487538,2.2179813,3.166366556,3.167039283,3.591488728,2.217982035,3.166367605,3.167040332,0,0,0,0
494,2.90803829,2.508621771,1.939129538,1.819019788,2.90803829,2.508621771,1.939129538,1.819019788,2.86984234,2.486719216,1.935573084,1.8111462,0.0382,0.0219,0.0036,0.0079
495,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
496,2.8299999,2.5,1.9400001,1.8200001,2.8299999,2.5,1.9400001,1.8200001,2.8299999,2.5,1.9400001,1.8200001,0,0,0,0
497,2.919711314,2.469755719,1.929809025,1.799821981,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0003,0.0002,0.0002,0.0002
498,2.464489891,1.518299398,2.498180311,2.456942881,2.464489891,1.518299398,2.498180311,2.456942881,2.464371295,1.518206319,2.498096934,2.456873092,0.0001,0.0001,0.0001,0.0001
499,2.866044376,2.45755144,1.934153671,1.820756596,2.866044376,2.45755144,1.934153671,1.820756596,2.866040052,2.457547732,1.934150753,1.820753849,0,0,0,0
500,2.829999987,2.161343064,1.574756493,1.589119696,2.829999987,2.161343064,1.574756493,1.589119696,2.829997266,2.161340986,1.574754979,1.589118167,0,0,0,0
501,2.889855995,2.444501392,1.910075887,1.781418018,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0301,0.0255,0.0199,0.0186
502,13.79261594,9.367367553,9.978894384,9.87998357,13.79261594,9.367367553,9.978894384,9.87998357,15.08823714,10.25500199,11.13663252,11.08958119,1.2956,0.8876,1.1577,1.2096
503,3.274177155,2.380437983,2.650567125,2.569419237,3.274177155,2.380437983,2.650567125,2.569419237,3.274177147,2.380437978,2.650567119,2.569419231,0,0,0,0
504,2.910072689,2.467714614,1.930770215,1.803827258,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0099,0.0023,0.0008,0.0038
505,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
506,2.901573754,2.356677724,1.706445669,1.628523146,2.901573754,2.356677724,1.706445669,1.628523146,2.901618082,2.356644572,1.706352796,1.628435075,0,0,0.0001,0.0001
507,2.90947482,2.467570848,1.930809251,1.804047773,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0105,0.0024,0.0008,0.004
508,2.854689127,2.455799748,1.9364576,1.827022815,2.854689127,2.455799748,1.9364576,1.827022815,2.852519187,2.454427546,1.935190839,1.825954177,0.0022,0.0014,0.0013,0.0011
509,4.919348022,3.465241559,1.956677835,1.551214994,5.1700001,3.5899999,1.96,1.52,5.1700001,3.5899999,1.96,1.52,0.2507,0.1248,0.0033,0.0312
510,2.864303439,2.457146654,1.934283953,1.82142125,2.864303439,2.457146654,1.934283953,1.82142125,2.864303955,2.457147096,1.934284301,1.821421578,0,0,0,0
511,2.799996757,2.04037787,1.478746449,1.46494721,2.799996757,2.04037787,1.478746449,1.46494721,3.037751715,2.155349141,1.54992288,1.528449902,0.2378,0.115,0.0712,0.0635
512,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
513,2.876726159,2.484436759,1.934816152,1.809625095,2.876726159,2.484436759,1.934816152,1.809625095,2.876716014,2.484427997,1.934809328,1.809618713,0,0,0,0
514,8.013193647,5.504652612,4.81409507,4.286896442,8.013193647,5.504652612,4.81409507,4.286896442,8.812667483,5.981003845,5.266810555,4.677264636,0.7995,0.4764,0.4527,0.3904
515,2.790460128,2.440106234,1.939964646,1.849822948,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,0.0005,0.0001,0,0.0002
516,2.772059282,2.134532802,1.561377439,1.573767403,2.772059282,2.134532802,1.561377439,1.573767403,2.819088465,2.170746073,1.587866881,1.600467046,0.047,0.0362,0.0265,0.0267
517,3.198314483,2.598687233,2.137229647,1.981936798,3.198314483,2.598687233,2.137229647,1.981936798,2.888228493,2.480590512,1.933530141,1.807060377,0.3101,0.1181,0.2037,0.1749
518,5.244492759,3.573400616,4.573944735,4.289277029,5.244492759,3.573400616,4.573944735,4.289277029,5.244490502,3.573399077,4.573942766,4.289275182,0,0,0,0
519,2.794648356,2.44107263,1.939642332,1.848211907,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,0.0046,0.0011,0.0004,0.0018
520,2.897905775,2.505948929,1.938171652,1.819066235,2.897905775,2.505948929,1.938171652,1.819066235,2.866547548,2.487817478,1.935939178,1.811878378,0.0314,0.0181,0.0022,0.0072
521,2.635672658,1.845311135,1.309826745,1.30503377,2.635672658,1.845311135,1.309826745,1.30503377,3.079252742,2.107667101,1.484580827,1.474586867,0.4436,0.2624,0.1748,0.1696
522,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
523,2.904425073,2.510734101,1.953981184,1.835955328,2.904425073,2.510734101,1.953981184,1.835955328,2.855939487,2.49135349,1.937117872,1.814235731,0.0485,0.0194,0.0169,0.0217
524,3.797447867,2.997581887,1.977210647,1.902744333,3.797447867,2.997581887,1.977210647,1.902744333,3.797434425,2.997571277,1.977203648,1.902737598,0,0,0,0
525,3.182642971,2.259841083,1.933258881,1.910901639,3.182642971,2.259841083,1.933258881,1.910901639,3.119946427,2.214512979,1.659702074,1.592648215,0.0627,0.0453,0.2736,0.3183
526,6.41822048,3.610189742,2.50652307,2.328184588,6.41822048,3.610189742,2.50652307,2.328184588,5.693997057,3.001853567,1.927691528,1.86221149,0.7242,0.6083,0.5788,0.466
527,2.99771782,2.027042491,3.032097371,2.928906544,2.99771782,2.027042491,3.032097371,2.928906544,3.6300001,2.4100001,3.97,3.8,0.6323,0.383,0.9379,0.8711
528,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
529,2.825168382,2.448116038,1.937295016,1.836474019,2.825168382,2.448116038,1.937295016,1.836474019,2.825168083,2.448115778,1.937294811,1.836473825,0,0,0,0
530,0.250807013,0.169165705,0.125790373,0.117838134,0,0,0,0,0,0,0,0,0.2508,0.1692,0.1258,0.1178
531,2.81843154,2.446561522,1.937813405,1.839065328,2.81843154,2.446561522,1.937813405,1.839065328,2.818431031,2.44656108,1.937813056,1.839064996,0,0,0,0
532,2.894279553,2.448243237,1.912999677,1.784144869,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0257,0.0218,0.017,0.0159
533,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
534,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
535,5.519029916,3.7921973,2.5123953,2.140918667,6.0500002,4.1999998,2.79,2.3499999,6.0500002,4.1999998,2.79,2.3499999,0.531,0.4078,0.2776,0.2091
536,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
537,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
538,3.57731702,2.123569167,1.657601951,1.747320396,3.57731702,2.123569167,1.657601951,1.747320396,3.46,1.78,1.2,1.24,0.1173,0.3436,0.4576,0.5073
539,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
540,2.877484034,2.434036069,1.90189853,1.773791467,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0425,0.036,0.0281,0.0262
541,3.096114076,2.421622614,2.272830632,2.232446137,3.096114076,2.421622614,2.272830632,2.232446137,2.9200001,2.47,1.9299999,1.8,0.1761,0.0484,0.3428,0.4324
542,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
543,2.940273615,2.371983885,1.816962051,1.724119387,2.940273615,2.371983885,1.816962051,1.724119387,2.880401025,2.460861789,1.933046041,1.815230402,0.0599,0.0889,0.1161,0.0911
544,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
545,2.812277047,2.434609914,1.920590863,1.81577995,2.812277047,2.434609914,1.920590863,1.81577995,2.836496249,2.45072996,1.936423397,1.832116841,0.0242,0.0161,0.0158,0.0163
546,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
547,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
548,2.429727333,2.238887324,1.70833072,1.765275077,2.28,2.3,1.8,1.86,2.28,2.3,1.8,1.86,0.1497,0.0611,0.0917,0.0947
549,2.897756453,2.464867097,1.931711253,1.808555609,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0222,0.0051,0.0017,0.0086
550,5.989078966,3.650905329,3.346949614,3.353749078,5.989078966,3.650905329,3.346949614,3.353749078,3.46,1.78,1.2,1.24,2.5291,1.8709,2.1469,2.1137
551,3.581837319,2.581774815,2.271797545,1.958212995,3.581837319,2.581774815,2.271797545,1.958212995,3.422631365,2.62418136,2.133519296,1.843170812,0.1592,0.0424,0.1383,0.115
552,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
553,2.449523294,2.314062433,1.810001032,1.806206378,2.449523294,2.314062433,1.810001032,1.806206378,2.495125362,2.357142665,1.843697299,1.839832,0.0456,0.0431,0.0337,0.0336
554,3.069346835,2.433138378,2.257650064,2.151012752,3.069346835,2.433138378,2.257650064,2.151012752,2.9200001,2.47,1.9299999,1.8,0.1493,0.0369,0.3277,0.351
555,6.026883235,4.332854804,3.697400175,3.322770011,6.026883235,4.332854804,3.697400175,3.322770011,6.12396221,4.389624184,3.750107147,3.366940469,0.0971,0.0568,0.0527,0.0442
556,2.880568142,2.436644886,1.903936999,1.775692629,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0394,0.0334,0.0261,0.0243
557,2.363456084,1.976354984,1.501294958,1.422674662,2.363456084,1.976354984,1.501294958,1.422674662,2.864446669,2.45718003,1.934273323,1.821366688,0.501,0.4808,0.433,0.3987
558,4.503952092,3.426710795,2.806727566,2.550200356,4.503952092,3.426710795,2.806727566,2.550200356,2.858263392,2.455753126,1.934748969,1.82374487,1.6457,0.971,0.872,0.7265
559,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
560,4.151720532,3.043161107,3.184609449,3.00790263,4.151720532,3.043161107,3.184609449,3.00790263,4.266650358,3.269573599,3.264025395,2.999360503,0.1149,0.2264,0.0794,0.0085
561,2.895338341,2.464308632,1.931896735,1.809484933,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0247,0.0057,0.0019,0.0095
562,3.314389131,2.079617338,2.080836697,2.081007192,3.02,1.84,2.0999999,2.1700001,3.02,1.84,2.0999999,2.1700001,0.2944,0.2396,0.0192,0.089
563,2.930222457,2.401397384,1.852190181,1.749088774,2.930222457,2.401397384,1.852190181,1.749088774,2.889721774,2.463012723,1.932329047,1.811645501,0.0405,0.0616,0.0801,0.0626
564,2.868314369,2.456903314,1.932573192,1.817976254,2.868314369,2.456903314,1.932573192,1.817976254,2.870182795,2.458503746,1.933832074,1.819160487,0.0019,0.0016,0.0013,0.0012
565,3.618851669,2.469613146,2.326539942,2.093687175,3.618851669,2.469613146,2.326539942,2.093687175,3.611156339,2.494831959,2.207290111,1.866218558,0.0077,0.0252,0.1192,0.2275
566,2.919993322,2.469998439,1.930000425,1.800002611,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
567,2.8299999,2.5,1.9400001,1.8200001,2.8299999,2.5,1.9400001,1.8200001,2.8299999,2.5,1.9400001,1.8200001,0,0,0,0
568,2.790335168,1.874556718,1.303842657,1.286860229,2.790335168,1.874556718,1.303842657,1.286860229,3.149652621,2.084994189,1.43692235,1.421748677,0.3593,0.2104,0.1331,0.1349
569,4.443823323,2.851254541,4.085014097,3.949758572,4.443823323,2.851254541,4.085014097,3.949758572,4.453460955,2.853664043,4.098646056,3.963357415,0.0096,0.0024,0.0136,0.0136
570,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
571,2.640625482,2.395790884,1.87325179,1.826191067,2.640625482,2.395790884,1.87325179,1.826191067,2.640625863,2.39579123,1.873252061,1.826191331,0,0,0,0
572,3.460897976,2.326140443,1.975761282,1.703766138,3.460897976,2.326140443,1.975761282,1.703766138,3.613708572,2.494923656,2.208314061,1.866463083,0.1528,0.1688,0.2326,0.1627
573,2.824176254,2.397646623,1.877104269,1.755093973,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0958,0.0724,0.0529,0.0449
574,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
575,2.985466543,2.388694696,2.059078524,1.970170171,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0655,0.0813,0.1291,0.1702
576,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
577,2.792229873,2.417160483,1.911813517,1.81113559,2.792229873,2.417160483,1.911813517,1.81113559,2.82901361,2.449003204,1.936998995,1.834994777,0.0368,0.0318,0.0252,0.0239
578,2.638315604,2.208073483,1.675014976,1.592933111,2.638315604,2.208073483,1.675014976,1.592933111,2.839061989,2.451322051,1.936226028,1.831130019,0.2007,0.2432,0.2612,0.2382
579,2.896695481,2.464697291,1.93180096,1.808948036,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0233,0.0053,0.0018,0.0089
580,4.632685052,2.767515368,2.487719272,1.795092451,4.632685052,2.767515368,2.487719272,1.795092451,4.674009586,2.78825114,2.506656134,1.804427005,0.0413,0.0207,0.0189,0.0093
581,2.567719965,1.895390232,1.391736822,1.355973153,2.567719965,1.895390232,1.391736822,1.355973153,3.021985843,2.173463125,1.574745745,1.548911991,0.4543,0.2781,0.183,0.1929
582,2.848994948,2.493667524,1.937888973,1.815778392,2.848994948,2.493667524,1.937888973,1.815778392,2.848995616,2.493668109,1.937889427,1.815778818,0,0,0,0
583,2.874827112,2.431788604,1.900142414,1.772153639,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0452,0.0382,0.0299,0.0278
584,2.811857926,2.445043571,1.938317915,1.841592063,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,0.0219,0.005,0.0017,0.0084
585,3.100207366,2.054937196,1.698672647,1.524600373,3.100207366,2.054937196,1.698672647,1.524600373,0.95718198,0.557866798,0.352336925,0.364081489,2.143,1.4971,1.3463,1.1605
586,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
587,2.877835221,2.46026972,1.933243458,1.816217308,2.877835221,2.46026972,1.933243458,1.816217308,2.877835163,2.46026967,1.933243419,1.816217271,0,0,0,0
588,2.917309922,2.368311737,1.822560884,1.721794849,2.917309922,2.368311737,1.822560884,1.721794849,2.9200001,2.47,1.9299999,1.8,0.0027,0.1017,0.1074,0.0782
589,2.850134628,2.451820861,1.918852751,1.809711705,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0699,0.0182,0.0111,0.0097
590,3.855548001,2.443786794,1.48070116,1.264802073,3.9400001,2.49,1.49,1.26,3.9400001,2.49,1.49,1.26,0.0845,0.0462,0.0093,0.0048
591,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0
592,2.812311745,2.378907457,1.858822329,1.73361677,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.1077,0.0911,0.0712,0.0664
593,2.983615173,2.457195825,1.902887236,1.786095837,2.983615173,2.457195825,1.902887236,1.786095837,2.9200001,2.47,1.9299999,1.8,0.0636,0.0128,0.0271,0.0139
594,2.856492317,2.455344416,1.934885206,1.824426049,2.856492317,2.455344416,1.934885206,1.824426049,2.856492319,2.455344418,1.934885208,1.824426051,0,0,0,0
