parc_gid,awa_aws_0_12,awa_aws_12_24,awa_aws_24_36,awa_aws_36_48,aws0_12_g80,aws12_24_g80,aws24_36_g80,aws36_48_g80,aws0_12_l20,aws12_24_l20,aws24_36_l20,aws36_48_l20,rngalg0_12,rngal12_24,rngal24_36,rngal36_48,logrg0_12,logrg12_24,logrg24_36,logrg36_48
887,3.191987726,2.470256241,1.803682449,1.652235072,3.191987726,2.470256241,1.803682449,1.652235072,3.29031522,2.477261081,1.770256159,1.603950819,0.0983275,0.0070048,0.0334263,0.0482843,0.0937886,0.0069804,0.0328798,0.0471548
888,2.774040574,2.423807567,1.926221598,1.835780032,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,0.0159594,0.0161925,0.0137785,0.01422,0.0158334,0.0160628,0.0136844,0.0141198
889,2.850837632,2.411496133,1.884286355,1.757365603,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0691625,0.0585039,0.0457135,0.0426344,0.0668756,0.0568565,0.0446994,0.0417506
890,2.873054705,2.485648688,1.935216316,1.810432522,2.873054705,2.485648688,1.935216316,1.810432522,2.87305449,2.485648502,1.935216172,1.810432387,0.0000002,0.0000002,0.0000001,0.0000001,0.0000002,0.0000002,0.0000001,0.0000001
891,2.821437774,2.44724655,1.937504646,1.837829004,2.821437774,2.44724655,1.937504646,1.837829004,2.821673753,2.447309398,1.937563611,1.837817797,0.000236,0.0000628,0.000059,0.0000112,0.000236,0.0000628,0.000059,0.0000112
892,3.033234266,1.767835922,1.116527951,1.153745549,3.26,1.9,1.2,1.24,3.26,1.9,1.2,1.24,0.226766,0.132164,0.0834721,0.0862544,0.204381,0.124131,0.0801708,0.0827354
893,3.439148135,1.79250981,1.199999593,1.239999579,3.46,1.78,1.2,1.24,3.46,1.78,1.2,1.24,0.0208519,0.0125098,0.0000004,0.0000004,0.0206375,0.0124322,0.0000004,0.0000004
894,2.210321434,1.515497576,1.250895063,1.294012394,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.329679,0.244502,0.199105,0.205988,0.284938,0.218735,0.181575,0.187299
895,2.529622405,1.345737295,1.167792251,1.207630624,2.529622405,1.345737295,1.167792251,1.207630624,2.626378415,1.397210658,1.212459359,1.253821518,0.096756,0.0514734,0.0446671,0.0461909,0.0923567,0.0501924,0.0436983,0.0451559
896,2.892262168,2.47860639,1.933043315,1.806348337,2.892262168,2.47860639,1.933043315,1.806348337,2.893162007,2.478946011,1.932981963,1.805964037,0.0008998,0.0003396,0.0000614,0.0003843,0.0008994,0.0003396,0.0000613,0.0003842
897,3.26,1.9,1.2,1.24,3.26,1.9,1.2,1.24,3.26,1.9,1.2,1.24,0,0,0,0,0,0,0,0
898,2.829546789,2.449125734,1.936957369,1.834788878,2.829546789,2.449125734,1.936957369,1.834788878,2.829547592,2.44912643,1.936957919,1.834789399,0.0000008,0.0000007,0.0000006,0.0000005,0.0000008,0.0000007,0.0000006,0.0000005
899,3.323219735,1.976505817,1.368057532,1.290958666,3.323219735,1.976505817,1.368057532,1.290958666,3.722970781,2.168977533,1.358878147,1.250957114,0.399751,0.192472,0.0091794,0.0400016,0.336294,0.176028,0.0091375,0.0392223
900,2.640684906,2.383820552,1.888136902,1.835427415,2.640684906,2.383820552,1.888136902,1.835427415,2.663447554,2.405260188,1.905260188,1.852481421,0.0227626,0.0214396,0.0171233,0.017054,0.0225074,0.021213,0.0169783,0.0169102
901,2.883852923,2.434100627,1.866655014,1.762104849,2.883852923,2.434100627,1.866655014,1.762104849,2.8299999,2.5,1.9400001,1.8200001,0.053853,0.0658994,0.0733451,0.0578953,0.052453,0.0638189,0.07078,0.0562814
902,2.864008406,2.489341333,1.93374202,1.810718262,2.864008406,2.489341333,1.93374202,1.810718262,2.857992233,2.490669243,1.936889786,1.813779564,0.0060162,0.0013279,0.0031478,0.0030613,0.0059981,0.001327,0.0031428,0.0030566
903,2.644998142,1.319007735,1.161255063,1.200755247,2.644998142,1.319007735,1.161255063,1.200755247,2.644998157,1.319007742,1.161255069,1.200755254,0,0,0,0,0,0,0,0
904,4.724280871,2.502963624,1.924271149,1.260000159,4.724280871,2.502963624,1.924271149,1.260000159,4.724280277,2.502963309,1.924270906,1.26,0.0000006,0.0000003,0.0000002,0.0000002,0.0000006,0.0000003,0.0000002,0.0000002
905,2.664716199,0.898550329,0.87591411,0.904193922,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,0.0752838,0.0214497,0.0240859,0.0258061,0.0725846,0.0212229,0.0238004,0.0254787
906,2.478365685,2.352690827,1.840292953,1.841403159,2.478365685,2.352690827,1.840292953,1.841403159,2.478365758,2.352690896,1.840293007,1.841403213,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001
907,2.917235329,2.469361044,1.930211457,1.801061851,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0027648,0.000639,0.0002116,0.0010618,0.002761,0.0006388,0.0002115,0.0010613
908,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0,0,0,0,0
909,2.870219911,2.458512775,1.933829775,1.819146966,2.870219911,2.458512775,1.933829775,1.819146966,2.87021917,2.45851214,1.933829276,1.819146497,0.0000007,0.0000006,0.0000005,0.0000005,0.0000007,0.0000006,0.0000005,0.0000005
910,2.492714869,0.838715044,0.819959364,0.847294549,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,0.247285,0.081285,0.0800406,0.0827055,0.220969,0.0781501,0.0769986,0.079463
911,3.256320596,1.952189062,1.372299293,1.276897722,3.256320596,1.952189062,1.372299293,1.276897722,3.30391233,1.910555356,1.326012662,1.228477989,0.0475917,0.0416337,0.0462866,0.0484197,0.0464939,0.0407903,0.0452473,0.047284
912,2.768098833,1.878937024,1.456516427,1.460896388,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.228099,0.118937,0.0065164,0.0391036,0.205467,0.112379,0.0064953,0.0383584
913,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0,0,0,0,0
914,2.649611887,1.299630122,1.148567343,1.187606155,2.649611887,1.299630122,1.148567343,1.187606155,2.649611877,1.299630117,1.148567338,1.18760615,0,0,0,0,0,0,0,0
915,2.49501607,1.414997384,1.211319039,1.252756901,2.49501607,1.414997384,1.211319039,1.252756901,2.607019554,1.478517871,1.265696225,1.30899427,0.112003,0.0635205,0.0543772,0.0562374,0.106163,0.0615846,0.0529503,0.054713
916,3.26,1.9,1.2,1.24,3.26,1.9,1.2,1.24,3.26,1.9,1.2,1.24,0,0,0,0,0,0,0,0
917,2.915558303,2.468975216,1.930341874,1.801708776,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0044418,0.0010248,0.000342,0.0017088,0.004432,0.0010243,0.0003419,0.0017073
918,2.606857211,1.794861207,1.451910045,1.488538539,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.0668572,0.0348612,0.0019101,0.0114615,0.0647171,0.0342673,0.0019082,0.0113963
919,3.254089501,1.896555231,1.197824356,1.237751835,3.26,1.9,1.2,1.24,3.26,1.9,1.2,1.24,0.0059105,0.0034448,0.0021756,0.0022482,0.0058931,0.0034388,0.0021733,0.0022456
920,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
921,2.895569076,2.46436213,1.931879288,1.809396598,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.024431,0.0056379,0.0018794,0.0093966,0.0241373,0.005622,0.0018776,0.0093527
922,2.827500064,2.448654102,1.937115636,1.835577197,2.827500064,2.448654102,1.937115636,1.835577197,2.827499786,2.448653861,1.937115446,1.835577017,0.0000003,0.0000002,0.0000002,0.0000002,0.0000003,0.0000002,0.0000002,0.0000002
923,1.068950529,0.904214971,0.70653231,0.658942084,1.068950529,0.904214971,0.70653231,0.658942084,1.068950254,0.904214738,0.706532127,0.658941915,0.0000003,0.0000002,0.0000002,0.0000002,0.0000003,0.0000002,0.0000002,0.0000002
924,2.832079,2.499303942,1.939767103,1.819535924,2.8299999,2.5,1.9400001,1.8200001,2.8299999,2.5,1.9400001,1.8200001,0.0020791,0.0006961,0.000233,0.0004642,0.0020769,0.0006958,0.000233,0.0004641
925,2.739335428,2.142929167,1.710373237,1.664888302,2.739335428,2.142929167,1.710373237,1.664888302,2.736710596,2.127538122,1.698476425,1.655297798,0.0026248,0.015391,0.0118968,0.0095905,0.0026214,0.0152738,0.0118266,0.0095448
926,3.46,1.78,1.2,1.24,3.46,1.78,1.2,1.24,3.46,1.78,1.2,1.24,0,0,0,0,0,0,0,0
927,5.024115359,2.761731429,1.808030006,1.601980164,5.024115359,2.761731429,1.808030006,1.601980164,5.296149533,2.817446323,1.811650812,1.58744638,0.272034,0.0557149,0.0036208,0.0145338,0.240617,0.0542182,0.0036143,0.0144292
928,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
929,2.667483944,1.224567409,1.099419136,1.136670741,2.667483944,1.224567409,1.099419136,1.136670741,2.66748395,1.224567411,1.099419138,1.136670743,0,0,0,0,0,0,0,0
930,2.537336482,1.758154413,1.448479488,1.498427056,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.0026635,0.0018456,0.0015205,0.0015729,0.00266,0.0018439,0.0015194,0.0015717
931,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
932,2.825441377,2.448176157,1.937270563,1.836364336,2.825441377,2.448176157,1.937270563,1.836364336,2.825445606,2.448179822,1.937273462,1.836367085,0.0000042,0.0000037,0.0000029,0.0000027,0.0000042,0.0000037,0.0000029,0.0000027
933,7.255080072,4.802376434,3.940011309,1.645673398,7.255080072,4.802376434,3.940011309,1.645673398,7.287461979,4.826683163,3.960462667,1.652420023,0.0323819,0.0243067,0.0204514,0.0067466,0.0318687,0.024016,0.0202451,0.006724
934,2.914109506,2.468639973,1.930452234,1.80226453,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0058906,0.00136,0.0004523,0.0022645,0.0058733,0.0013591,0.0004522,0.002262
935,2.849317274,2.446942002,1.927344059,1.816206154,2.849317274,2.446942002,1.927344059,1.816206154,2.860060104,2.45616775,1.934610758,1.823053827,0.0107428,0.0092258,0.0072667,0.0068477,0.0106855,0.0091834,0.0072404,0.0068243
936,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
937,1.943467668,1.279661313,1.063990808,1.100609326,1.943467668,1.279661313,1.063990808,1.100609326,1.88493081,1.30609379,1.076043179,1.113148116,0.0585369,0.0264325,0.0120524,0.0125388,0.0568877,0.0260892,0.0119803,0.0124608
938,2.28,2.3,1.8,1.86,2.28,2.3,1.8,1.86,2.28,2.3,1.8,1.86,0,0,0,0,0,0,0,0
939,2.502401802,1.733947705,1.428536462,1.47779634,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.0375982,0.0260523,0.0214635,0.0222037,0.0369086,0.0257187,0.0212364,0.0219608
940,2.608709103,0.875916925,0.856875253,0.885437761,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,0.131291,0.0440831,0.0431247,0.0445622,0.123359,0.0431391,0.0422207,0.0435979
941,6.970214812,4.425404169,4.708723844,4.581710252,6.970214812,4.425404169,4.708723844,4.581710252,5.8400002,4.1199999,5.0999999,4.71,1.13021,0.305404,0.391276,0.12829,0.756221,0.266513,0.330221,0.120703
942,3.46,1.78,1.2,1.24,3.46,1.78,1.2,1.24,3.46,1.78,1.2,1.24,0,0,0,0,0,0,0,0
943,2.68737051,2.408853126,1.887928308,1.827190581,2.68737051,2.408853126,1.887928308,1.827190581,2.670341629,2.403684479,1.87928807,1.823405478,0.0170289,0.0051686,0.0086402,0.0037851,0.0168855,0.0051553,0.0086031,0.003778
944,2.686238871,0.901948818,0.882341235,0.911752609,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,0.0537611,0.0180512,0.0176588,0.0182474,0.0523658,0.0178902,0.0175047,0.0180829
945,2.597695487,1.034583489,0.949797217,0.975299966,2.597695487,1.034583489,0.949797217,0.975299966,2.74,0.92,0.9,0.93,0.142305,0.114583,0.0497972,0.0453,0.133048,0.10848,0.048597,0.0443039
946,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
947,3.26,1.9,1.2,1.24,3.26,1.9,1.2,1.24,3.26,1.9,1.2,1.24,0,0,0,0,0,0,0,0
948,2.800914237,2.441003462,1.937921958,1.844719172,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,0.0109142,0.0010034,0.0020781,0.0052808,0.0108551,0.0010029,0.002076,0.0052669
949,4.154844409,2.424046983,1.554480271,1.29577005,4.154844409,2.424046983,1.554480271,1.29577005,3.9400001,2.49,1.49,1.26,0.214844,0.065953,0.0644803,0.0357701,0.194616,0.0638692,0.0624867,0.0351452
950,1.920230598,1.213546718,0.726178558,0.614083881,1.920230598,1.213546718,0.726178558,0.614083881,1.952725995,1.234083148,0.738467426,0.62447581,0.0324954,0.0205364,0.0122889,0.0103919,0.0319786,0.0203284,0.012214,0.0103383
951,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,0,0,0,0,0,0,0,0
952,2.34300249,0.786701566,0.769599358,0.79525267,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,0.396998,0.133298,0.130401,0.134747,0.334326,0.125132,0.122572,0.12641
953,2.916132032,2.469106324,1.930296191,1.80148601,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0038681,0.0008937,0.0002963,0.001486,0.0038606,0.0008933,0.0002962,0.0014849
954,2.86292586,2.489024803,1.93634166,1.81268327,2.86292586,2.489024803,1.93634166,1.81268327,2.862925778,2.489024732,1.936341604,1.812683218,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001
955,2.424881539,1.464171119,1.237639629,1.280088454,2.424881539,1.464171119,1.237639629,1.280088454,2.587112391,1.562127958,1.320440925,1.365729685,0.162231,0.0979568,0.0828013,0.0856412,0.150341,0.093451,0.0795515,0.0821708
956,2.526814977,1.559553565,1.317100102,1.361003439,2.526814977,1.559553565,1.317100102,1.361003439,2.526815393,1.559553822,1.317100319,1.361003663,0.0000004,0.0000003,0.0000002,0.0000002,0.0000004,0.0000003,0.0000002,0.0000002
957,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
958,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
959,3.046853368,1.775773435,1.121541117,1.158925821,3.26,1.9,1.2,1.24,3.26,1.9,1.2,1.24,0.213147,0.124227,0.0784589,0.0810742,0.193218,0.117096,0.0755331,0.0779552
960,2.6327502,1.370450151,1.194937622,1.235662627,2.6327502,1.370450151,1.194937622,1.235662627,2.63274999,1.370450041,1.194937527,1.235662528,0.0000002,0.0000001,0.0000001,0.0000001,0.0000002,0.0000001,0.0000001,0.0000001
961,2.510708502,1.227424528,1.08558992,1.122482513,2.510708502,1.227424528,1.08558992,1.122482513,2.650528748,1.295779258,1.146045943,1.184993068,0.13982,0.0683547,0.060456,0.0625106,0.13087,0.0661198,0.058699,0.0606346
962,2.852186505,2.340565973,1.842535459,1.744825878,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0678136,0.129434,0.0874644,0.0551741,0.0656132,0.121717,0.0838487,0.0537058
963,2.879266764,1.102207221,0.968472801,0.968298365,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,0.139267,0.182207,0.0684728,0.0382984,0.130385,0.167383,0.0662303,0.0375832
964,2.882696382,2.48243458,1.934144854,1.808289763,2.882696382,2.48243458,1.934144854,1.808289763,2.882696353,2.482434555,1.934144834,1.808289745,0,0,0,0,0,0,0,0
965,10.62448479,5.725247989,4.868834542,2.424682127,10.62448479,5.725247989,4.868834542,2.424682127,10.74975408,5.798304905,4.930430141,2.451497497,0.125269,0.0730569,0.0615956,0.0268154,0.118022,0.0705115,0.0597731,0.0264622
966,2.672754151,2.127272231,1.713417679,1.685897342,2.672754151,2.127272231,1.713417679,1.685897342,2.674127394,2.124826564,1.712889745,1.687778351,0.0013732,0.0024457,0.0005279,0.001881,0.0013723,0.0024427,0.0005278,0.0018792
967,2.853237101,2.454593833,1.935136353,1.825679059,2.853237101,2.454593833,1.935136353,1.825679059,2.853236123,2.454592992,1.935135689,1.825678433,0.000001,0.0000008,0.0000007,0.0000006,0.000001,0.0000008,0.0000007,0.0000006
968,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0,0,0,0,0
969,2.53071432,2.36684157,1.852898798,1.83854425,2.53071432,2.36684157,1.852898798,1.83854425,2.515861934,2.362650817,1.847909411,1.837887947,0.0148524,0.0041907,0.0049894,0.0006563,0.0147432,0.004182,0.004977,0.0006561
970,11.57959906,7.814302576,7.131210346,2.149916818,11.57959906,7.814302576,7.131210346,2.149916818,11.72467497,7.924062984,7.235173306,2.172590615,0.145076,0.10976,0.103963,0.0226738,0.135471,0.104144,0.0989064,0.0224206
971,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
972,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
973,0.308753325,0.213939312,0.176256819,0.182334641,0,0,0,0,0,0,0,0,0.308753,0.213939,0.176257,0.182335,0.269075,0.19387,0.162337,0.167491
974,2.517720344,2.364690362,1.860705427,1.85061196,2.517720344,2.364690362,1.860705427,1.85061196,2.473210188,2.353038129,1.853038129,1.856211565,0.0445102,0.0116522,0.0076673,0.0055996,0.0435481,0.0115848,0.0076381,0.005584
975,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0,0,0,0,0,0,0,0
976,3.438956996,1.79262992,1.200001282,1.240001324,3.46,1.78,1.2,1.24,3.46,1.78,1.2,1.24,0.021043,0.0126299,0.0000013,0.0000013,0.0208247,0.0125508,0.0000013,0.0000013
977,2.613478802,1.451385614,1.247930975,1.290583012,2.613478802,1.451385614,1.247930975,1.290583012,2.613479521,1.451386013,1.247931318,1.290583366,0.0000007,0.0000004,0.0000003,0.0000004,0.0000007,0.0000004,0.0000003,0.0000004
978,2.526515369,2.302125962,1.820200655,1.779117925,2.526515369,2.302125962,1.820200655,1.779117925,2.617807559,2.392731553,1.892731553,1.853376322,0.0912922,0.0906056,0.0725309,0.0742584,0.0873625,0.0867331,0.0700212,0.0716306
979,2.799391085,1.810437343,1.359933997,1.406331355,2.799391085,1.810437343,1.359933997,1.406331355,2.79939067,1.810437075,1.359933795,1.406331147,0.0000004,0.0000003,0.0000002,0.0000002,0.0000004,0.0000003,0.0000002,0.0000002
980,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0,0,0,0,0
981,3.350160539,1.845903948,1.200000085,1.240000087,3.350160539,1.845903948,1.200000085,1.240000087,3.350160303,1.845903818,1.2,1.24,0.0000002,0.0000001,0.0000001,0.0000001,0.0000002,0.0000001,0.0000001,0.0000001
982,2.117550115,1.555613296,1.08500783,0.984797947,2.117550115,1.555613296,1.08500783,0.984797947,2.118370944,1.5562163,1.085428413,0.985179686,0.0008208,0.000603,0.0004206,0.0003817,0.0008205,0.0006028,0.0004205,0.0003817
983,2.794948,1.892937033,1.457283821,1.45629406,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.254948,0.132937,0.0072838,0.0437059,0.227094,0.124813,0.0072574,0.0427777
984,2.895277534,2.464295196,1.931902128,1.809509291,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0247226,0.0057048,0.0019022,0.0095093,0.0244219,0.0056886,0.0019004,0.0094644
985,2.283171325,2.30084208,1.800643936,1.859702318,2.28,2.3,1.8,1.86,2.28,2.3,1.8,1.86,0.0031713,0.0008421,0.0006439,0.0002977,0.0031663,0.0008417,0.0006437,0.0002976
986,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,0,0,0,0,0,0,0,0
987,2.899017031,2.465785095,1.931652118,1.807889954,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0209831,0.0042149,0.0016522,0.0078899,0.020766,0.0042061,0.0016509,0.007859
988,2.919948475,2.469987874,1.930003616,1.800019509,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.0000516,0.0000121,0.0000037,0.0000195,0.0000516,0.0000121,0.0000037,0.0000195
989,3.46,1.78,1.2,1.24,3.46,1.78,1.2,1.24,3.46,1.78,1.2,1.24,0,0,0,0,0,0,0,0
990,1.015331495,0.858859146,0.671092334,0.625889256,1.015331495,0.858859146,0.671092334,0.625889256,1.015331316,0.858858994,0.671092216,0.625889146,0.0000002,0.0000002,0.0000001,0.0000001,0.0000002,0.0000002,0.0000001,0.0000001
991,3.622709229,2.289478617,1.370009293,1.158531349,3.9400001,2.49,1.49,1.26,3.9400001,2.49,1.49,1.26,0.317291,0.200521,0.119991,0.101469,0.275577,0.182756,0.113321,0.0966447
992,2.617400131,1.669655437,1.392397616,1.406797138,2.617400131,1.669655437,1.392397616,1.406797138,2.560810239,1.457569284,1.250588663,1.292274952,0.0565899,0.212086,0.141809,0.114522,0.0550466,0.192343,0.132614,0.108426
993,2.850452763,2.453950658,1.935349771,1.826748919,2.850452763,2.453950658,1.935349771,1.826748919,2.850452799,2.453950689,1.935349795,1.826748941,0,0,0,0,0,0,0,0
994,2.594544688,1.762825761,1.434461493,1.483839952,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.0545447,0.0028258,0.0155385,0.01616,0.0531091,0.0028218,0.015419,0.0160308
995,3.26,1.9,1.2,1.24,3.26,1.9,1.2,1.24,3.26,1.9,1.2,1.24,0,0,0,0,0,0,0,0
996,2.821668209,2.44731092,1.937567398,1.837824488,2.821668209,2.44731092,1.937567398,1.837824488,2.821663808,2.447307103,1.937564376,1.837821622,0.0000044,0.0000038,0.000003,0.0000029,0.0000044,0.0000038,0.000003,0.0000029
997,2.892685594,2.479113678,1.933040702,1.80607621,2.892685594,2.479113678,1.933040702,1.80607621,2.892678149,2.479107297,1.933035726,1.806071562,0.0000074,0.0000064,0.000005,0.0000046,0.0000074,0.0000064,0.000005,0.0000046
998,3.146480383,2.474445277,1.832308477,1.680104896,3.146480383,2.474445277,1.832308477,1.680104896,3.146474531,2.474440675,1.83230507,1.680101772,0.0000059,0.0000046,0.0000034,0.0000031,0.0000059,0.0000046,0.0000034,0.0000031
999,2.787537214,2.394500738,1.886291533,1.777826196,2.787537214,2.394500738,1.886291533,1.777826196,2.859056793,2.455936218,1.934687937,1.823439715,0.0715196,0.0614355,0.0483964,0.0456135,0.0690778,0.0596222,0.0472618,0.0446038
1000,1.024422861,0.887694113,0.70246591,0.665904482,1.024422861,0.887694113,0.70246591,0.665904482,0.847358224,0.741058836,0.589202523,0.561868357,0.177065,0.146635,0.113263,0.104036,0.163024,0.136832,0.107295,0.0989726
1001,2.272514199,1.381888479,1.166468625,1.206487902,2.272514199,1.381888479,1.166468625,1.206487902,2.54,1.76,1.45,1.5,0.267486,0.378112,0.283531,0.293512,0.237035,0.320714,0.249615,0.257361
1002,2.864942308,2.488353232,1.936117983,1.812235579,2.864942308,2.488353232,1.936117983,1.812235579,2.864941746,2.488352744,1.936117604,1.812235224,0.0000006,0.0000005,0.0000004,0.0000004,0.0000006,0.0000005,0.0000004,0.0000004
1003,2.348165968,0.788435288,0.771295391,0.797005237,2.74,0.92,0.9,0.93,2.74,0.92,0.9,0.93,0.391834,0.131565,0.128705,0.132995,0.330622,0.123602,0.121071,0.124865
1004,2.61234799,1.456138852,1.251043306,1.293808517,2.61234799,1.456138852,1.251043306,1.293808517,2.612347904,1.456138804,1.251043265,1.293808474,0.0000001,0,0,0,0.0000001,0,0,0
1005,2.107180984,1.46009391,1.202918278,1.244398219,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.432819,0.299906,0.247082,0.255602,0.359644,0.262292,0.220806,0.227615
1006,2.837367919,1.706174112,1.190050343,1.230222122,2.837367919,1.706174112,1.190050343,1.230222122,2.985962667,1.846714963,1.295151852,1.338957926,0.148595,0.140541,0.105102,0.108736,0.138539,0.131503,0.0999376,0.103221
1007,2.811142715,2.444878716,1.938373164,1.841867458,2.79,2.4400001,1.9400001,1.85,2.79,2.4400001,1.9400001,1.85,0.0211427,0.0048786,0.0016269,0.0081325,0.0209223,0.0048668,0.0016256,0.0080997
1008,2.577080343,1.628662409,0.97458112,0.824142424,2.577080343,1.628662409,0.97458112,0.824142424,2.580217617,1.630645103,0.975767551,0.825145715,0.0031373,0.0019827,0.0011864,0.0010033,0.0031324,0.0019807,0.0011857,0.0010028
1009,2.665049792,1.234790882,1.106113078,1.143608099,2.665049792,1.234790882,1.106113078,1.143608099,2.66504979,1.234790881,1.106113077,1.143608098,0,0,0,0,0,0,0,0
1010,2.918797086,2.469723486,1.930093765,1.800464493,2.9200001,2.47,1.9299999,1.8,2.9200001,2.47,1.9299999,1.8,0.001203,0.0002765,0.0000939,0.0004645,0.0012023,0.0002765,0.0000939,0.0004644
1011,2.510203276,1.718273638,1.421599505,1.469742291,2.510203276,1.718273638,1.421599505,1.469742291,2.510203274,1.718273636,1.421599504,1.46974229,0,0,0,0,0,0,0,0
1012,0.000263542,0.000153598,9.70094E-05,0.000100243,0,0,0,0,0,0,0,0,0.0002635,0.0001536,0.000097,0.0001002,0.0002635,0.0001536,0.000097,0.0001002
1013,3.458324211,2.476056067,1.690237364,1.511903767,3.458324211,2.476056067,1.690237364,1.511903767,3.588592348,2.483109652,1.641587623,1.446039398,0.130268,0.0070536,0.0486497,0.0658644,0.122455,0.0070288,0.0475033,0.0637861
1014,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0,0,0,0,0,0,0,0
1015,2.434888678,2.341142433,1.831461839,1.845479352,2.434888678,2.341142433,1.831461839,1.845479352,2.434888486,2.341142248,1.831461695,1.845479207,0.0000002,0.0000002,0.0000001,0.0000001,0.0000002,0.0000002,0.0000001,0.0000001
1016,2.722805606,1.876545965,1.532114868,1.502107313,2.722805606,1.876545965,1.532114868,1.502107313,2.843620674,1.812288644,1.492940138,1.430832981,0.120815,0.0642573,0.0391747,0.0712743,0.114056,0.0622772,0.0384268,0.0688489
1017,2.586669747,1.84719874,1.508951246,1.536844532,2.54,1.76,1.45,1.5,2.54,1.76,1.45,1.5,0.0466697,0.0871987,0.0589512,0.0368445,0.0456134,0.0836044,0.057279,0.036182
1018,2.640483551,2.397302254,1.896280107,1.84955969,2.640483551,2.397302254,1.896280107,1.84955969,2.632298351,2.39670942,1.89670942,1.853092189,0.0081852,0.0005928,0.0004293,0.0035325,0.0081519,0.0005927,0.0004292,0.0035263
